0.00083,40705.1,237
0.00084,40705.1,237
0.0008500000000000001,40705.1,237
0.00086,40705.1,237
0.00087,40705.1,237
0.00088,40705.1,237
0.0008900000000000001,40705.1,237
0.0009,17768.9,66
0.00091,17768.9,66
0.00092,17768.9,66
0.00093,17768.9,66
0.00094,17768.9,66
0.00095,17768.9,66
0.00096,17768.9,66
0.00097,17768.9,66
0.00098,17768.9,66
0.00099,21035.5,164
0.001,13262.85,889
0.00101,6854.8,1406
0.00102,6854.8,1406
0.00103,19270.3,385
0.0010400000000000001,13124.3,891
0.00105,13124.3,891
0.00106,13124.3,891
0.00107,13540.1,853
0.00108,13540.1,853
0.00109,13540.1,853
0.0011,1864.2,1362
0.00111,1864.2,1362
0.00112,13233.2,890
0.00113,14017.35,856
0.00114,15353.9,759
0.00115,13742.2,921
0.00116,7763.25,1407
0.00117,13231.8,883
0.00118,15904.6,815
0.00119,13528.7,923
0.0012000000000000001,8225.75,1409
0.0012100000000000001,8225.75,1409
0.0012200000000000002,13439.3,865
0.00123,15531.5,1124
0.00124,15923.7,805
0.00125,13627.65,892
0.00126,15593.6,871
0.00127,41084.5,1454
0.00128,40141.0,1446
0.00129,13257.85,881
0.0013,12736.8,864
0.00131,15347.6,775
0.00132,16416.4,804
0.00133,13118.0,931
0.00134,7331.6,1413
0.00135,12372.2,924
0.00136,12309.1,925
0.0013700000000000001,14125.05,887
0.0013800000000000002,15976.3,134
0.0013900000000000002,13971.95,888
0.0014000000000000002,19623.6,413
0.00141,12930.5,920
0.00142,13393.0,893
0.00143,13393.0,893
0.00144,15740.0,86
0.00145,7132.5,1420
0.00146,13922.65,1070
0.00147,15188.6,757
0.00148,13256.7,932
0.00149,14392.5,946
0.0015,15240.7,1128
0.00151,15645.6,1048
0.00152,15488.5,1302
0.0015300000000000001,15968.2,20
0.0015400000000000001,18321.1,698
0.0015500000000000002,15926.0,503
0.0015600000000000002,15926.0,503
0.0015700000000000002,15609.2,92
0.00158,15609.2,92
0.00159,16890.7,852
0.0016,16890.7,852
0.00161,37729.2,355
0.00162,15295.5,912
0.00163,14591.3,300
0.00164,13661.8,1246
0.00165,15198.4,1519
0.00166,16172.9,944
0.00167,15578.2,93
0.00168,14237.8,929
0.00169,14812.1,1252
0.0017000000000000001,13919.3,788
0.0017100000000000001,13331.4,922
0.0017200000000000002,13375.0,928
0.0017300000000000002,19870.3,428
0.0017400000000000002,16844.2,13
0.00175,16844.2,13
0.00176,13538.0,930
0.00177,13538.0,930
0.0017800000000000001,19746.5,597
0.0017900000000000001,19746.5,597
0.0018,14862.2,957
0.0018100000000000002,14862.2,957
0.00182,14664.8,380
0.00183,16330.7,119
0.00184,15018.8,514
0.00185,15241.0,521
0.00186,15241.0,521
0.0018700000000000001,16385.2,38
0.0018800000000000002,42476.15,231
0.0018900000000000002,28550.7,489
0.0019,14778.7,247
0.00191,15952.3,1522
0.00192,15952.3,1522
0.00193,15952.3,1522
0.00194,15952.3,1522
0.0019500000000000001,15952.3,1522
0.00196,16308.4,102
0.0019700000000000004,16308.4,102
0.00198,14384.9,1073
0.00199,16594.2,1346
0.002,16298.7,33
0.00201,16976.5,899
0.00202,13890.4,1220
0.00203,15593.0,955
0.00204,16449.5,769
0.00205,16449.5,769
0.00206,16449.5,769
0.00207,15448.1,301
0.0020800000000000003,15448.1,301
0.00209,16274.0,1312
0.0021000000000000003,16274.0,1312
0.00211,16274.0,1312
0.0021200000000000004,16274.0,1312
0.00213,15576.2,520
0.0021400000000000004,15576.2,520
0.00215,17353.7,576
0.00216,17353.7,576
0.00217,17353.7,576
0.00218,17353.7,576
